id,source_entity_id,destination_entity_id,amount,currency,occurred_at,reference,channel,metadata_json,created_at
72b15efc-0dd4-46f3-a36f-f1423943bf36,0044e083-16ce-4518-a047-e17361a4999d,cfed7471-5dc8-4dc7-b0b4-b824fdcb4d84,147239.74,NGN,2026-01-21T01:57:35+00:00,GRACE-TX-0001051,mobile_app,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-21T01:57:35+00:00
77e182b0-3a2f-481c-b9dd-b6237a9f03e0,e65eb2c6-401e-4a06-9284-7c24afef12b8,cc73e9e2-8a3a-4593-a7bc-222a738328d2,214725.32,NGN,2026-01-21T03:25:14+00:00,GRACE-TX-0001912,pos,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Ogun""}",2026-01-21T03:25:14+00:00
fd2745cb-cf7a-445d-b833-77896937d5fa,97527527-a96a-4afe-a0fc-52cc6a3be3cd,ed048e95-dea6-41ac-9ba2-bd3d1404ac3f,588890.49,NGN,2026-01-21T04:14:04+00:00,GRACE-TX-0001244,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Kaduna""}",2026-01-21T04:14:04+00:00
e94b89ba-7132-42c7-9e80-de4d3d534a35,64352f4e-6549-43ec-be3e-390b4fff7e8b,fd95e019-17f9-42f5-b97b-af86deefef33,166174.42,NGN,2026-01-21T08:18:07+00:00,GRACE-TX-0000444,ussd,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-21T08:18:07+00:00
c7982028-596b-409c-aa2a-3ba671fbf3d3,f8b35b8b-5b53-445a-911d-540032250049,fdd36f19-1666-447c-b19a-fa6fdfe6634e,470787.56,NGN,2026-01-21T11:33:53+00:00,GRACE-TX-0000259,ussd,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-21T11:33:53+00:00
ec9c3222-8935-4d5e-ba0a-f2a37c76381b,b68a50a0-334c-40f1-a855-31963b0df8f6,7858549d-2563-4b6e-bc50-96213ab0fc77,704252.63,NGN,2026-01-21T12:18:15+00:00,GRACE-TX-0000562,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-21T12:18:15+00:00
c535a0f6-a506-4ea4-b03d-64a023537df9,c7bbc6c7-6feb-40e2-a00e-634eb581ec6f,0cbe3727-e30d-4385-850b-6be0d3dabacd,100567.40,NGN,2026-01-21T13:40:59+00:00,GRACE-TX-0001875,mobile_app,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-21T13:40:59+00:00
07df20c6-d8fc-4906-9cea-3c8a882d2c63,3fec0317-e4f9-47ed-986b-87a5470ead8b,dc654c01-83dd-4ef8-ba7b-b3a1df4593ab,748009.85,NGN,2026-01-21T16:24:42+00:00,GRACE-TX-0000407,agent_bank,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-21T16:24:42+00:00
2295d7b9-aa3f-4f71-9141-e829d9fee21c,b2d02019-0fab-4262-a2f7-e0fbbb146117,d5e73a50-9842-4bfb-bc67-0a25653c1821,629348.02,NGN,2026-01-21T17:34:27+00:00,GRACE-TX-0001528,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Kaduna""}",2026-01-21T17:34:27+00:00
2520343f-b5ae-4c0f-8b45-2dddf442829e,5216862b-f74a-4d64-a489-b4bb5f9e598f,20dc20cd-4d1f-48f1-b1f0-adc13b594d13,56976.81,NGN,2026-01-21T17:57:50+00:00,GRACE-TX-0000695,atm,"{""purpose"": ""salary"", ""pattern_tag"": """", ""location"": ""Rivers""}",2026-01-21T17:57:50+00:00
68a3ad65-f640-4cd6-809f-b10219bc00b0,754cd743-a096-491e-9937-774d28ec23d3,97fa5923-763d-46aa-93a9-2e908f35a2c6,102418.35,NGN,2026-01-21T18:08:30+00:00,GRACE-TX-0001808,atm,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-21T18:08:30+00:00
86669312-bacb-415f-809b-51a8d77124f8,77f5f64f-7e0f-4657-b0c1-8de73c9c4140,528549c8-a807-4d4a-96e9-433042306677,167767.65,NGN,2026-01-21T19:10:41+00:00,GRACE-TX-0001552,mobile_app,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Kaduna""}",2026-01-21T19:10:41+00:00
f395fd80-2702-44cb-a05d-c0ba21bc85d7,8bab239f-077c-4c8d-bfb2-e00586beb4bc,5f59f4fa-8ddd-437f-af03-4ff5b58f50e6,868749.25,NGN,2026-01-21T21:02:39+00:00,GRACE-TX-0000920,web,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Rivers""}",2026-01-21T21:02:39+00:00
908ba76e-c2b6-44ec-a816-421b83189f0f,a2b98c0f-6089-4da3-bec0-6fc35a41c1b5,3154efab-39d4-4aa2-84f4-e176a1f43285,615087.55,NGN,2026-01-21T21:39:14+00:00,GRACE-TX-0001228,web,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-21T21:39:14+00:00
b93b75cc-17d1-49ce-91d8-d7d34603133b,698f7e05-aea2-450f-9e13-126f9b4d527e,53cf1e18-8364-4d39-bdd0-02fdaa325a6f,496378.70,NGN,2026-01-22T01:19:40+00:00,GRACE-TX-0000154,agent_bank,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-22T01:19:40+00:00
45a79534-dc82-4603-829b-05a5f3c30d54,718c3161-e8f3-46e6-8ea1-035480f03de6,0ae34457-4553-4f54-827f-78e6c0b43652,605804.85,NGN,2026-01-22T02:20:50+00:00,GRACE-TX-0001948,transfer,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-22T02:20:50+00:00
df6f4309-b447-4c74-94ff-9addcfe4dd31,61417b34-ec09-4c68-9a02-84cf9ca96d71,616e0686-c660-4b48-8f00-921b5e380b51,118180.11,NGN,2026-01-22T04:06:14+00:00,GRACE-TX-0001736,atm,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-22T04:06:14+00:00
6cdd9429-59fc-43ef-98c6-56070ea8df5a,45e6fa5d-526a-4d96-8650-c2f47a2d7470,3f571d38-70b3-4c86-8c94-5c54ae41b9ce,111912.03,NGN,2026-01-22T04:23:28+00:00,GRACE-TX-0000892,pos,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Ogun""}",2026-01-22T04:23:28+00:00
c1d67a3e-e107-4c43-a238-b9179833efc0,573f163c-5233-4aa1-8fa2-10556d40c45f,3c6a6bde-11dc-47ac-9754-ac93c4bafc17,174957.38,NGN,2026-01-22T05:58:07+00:00,GRACE-TX-0002000,agent_bank,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-22T05:58:07+00:00
12a7d49c-e250-408f-bed9-60e86f5fd86f,f2aea4af-a9db-42c7-87a6-464681a443d6,b942ba6e-a7b5-4042-b282-35d98ffa733e,298744.86,NGN,2026-01-22T06:06:02+00:00,GRACE-TX-0001345,pos,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-22T06:06:02+00:00
e7d81434-0905-4b54-84f0-99756b97f788,2cd1873a-254b-4bf2-8d0b-f48c226ef29a,4dcece31-30e1-4807-90ef-8ee1f2d29ed0,506283.48,NGN,2026-01-22T06:48:45+00:00,GRACE-TX-0000681,ussd,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Rivers""}",2026-01-22T06:48:45+00:00
e19da2fd-42bf-4324-a1e0-540ca91e483c,d999db50-ab8d-4af2-91df-3882122d6ef2,4459279a-aa6c-46f8-80a1-d980a2078a27,231222.18,NGN,2026-01-22T10:56:14+00:00,GRACE-TX-0000580,transfer,"{""purpose"": ""salary"", ""pattern_tag"": """", ""location"": ""Kaduna""}",2026-01-22T10:56:14+00:00
84721c30-181d-45c9-98b6-5aa0e9dd98b9,be56035b-96b0-48dc-9506-718d9bda08b2,bd24ee22-ffab-48ec-8a1a-5a938ad68ba5,302604.33,NGN,2026-01-22T11:36:33+00:00,GRACE-TX-0001823,transfer,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Rivers""}",2026-01-22T11:36:33+00:00
a0386c1e-11b8-4875-9b08-893d202737af,582a018e-6cd6-4b07-85a5-7a0533dd46d9,71eea857-c70f-4ace-b6fe-89a0ed5a75cb,60481.05,NGN,2026-01-22T12:26:53+00:00,GRACE-TX-0001807,ussd,"{""purpose"": ""salary"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-22T12:26:53+00:00
082311aa-a9f6-4c11-85c8-6438efb993a0,5e59c088-8f0f-41a4-a257-32133a34746f,af6f63f6-69d8-43ce-acc7-c3a1441627bd,41754.70,NGN,2026-01-22T13:01:32+00:00,GRACE-TX-0001378,mobile_app,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-22T13:01:32+00:00
080345bb-c59a-4035-a9a6-ff5a980c347e,555b15e2-5ac2-487a-b610-5ea192cca7a1,9955a449-dc1d-4ec4-a604-9d3048a1fdb7,326788.34,NGN,2026-01-22T13:26:26+00:00,GRACE-TX-0001927,transfer,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-22T13:26:26+00:00
4610b41b-17da-425b-b3b1-8254c4e5995f,62f55b73-3b46-465c-b572-41dc8d57c451,558c6029-8dfb-450e-b6e8-1efabb4acd12,500518.83,NGN,2026-01-22T13:52:11+00:00,GRACE-TX-0001485,transfer,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Ogun""}",2026-01-22T13:52:11+00:00
047c123a-704f-4e77-b341-dc83e9d9888c,77f5f64f-7e0f-4657-b0c1-8de73c9c4140,7d8b5982-09de-48df-9a26-9beff5b55da8,49749.75,NGN,2026-01-22T14:08:35+00:00,GRACE-TX-0000596,pos,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-22T14:08:35+00:00
fe241503-c901-46b0-afde-55bd9bd85579,754cd743-a096-491e-9937-774d28ec23d3,b1b0759a-ae8c-4115-af81-1bdce147ff74,266446.07,NGN,2026-01-22T14:11:55+00:00,GRACE-TX-0000621,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-22T14:11:55+00:00
19a8dfcb-f806-4fdb-8a0f-bb573437f057,1efad8dc-a4b8-47fc-930e-b9d29c4f0542,e65eb2c6-401e-4a06-9284-7c24afef12b8,590312.65,NGN,2026-01-22T14:38:46+00:00,GRACE-TX-0001162,transfer,"{""purpose"": ""salary"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-22T14:38:46+00:00
a01eb0af-79a2-4e69-898e-ea93aad6ae23,3154efab-39d4-4aa2-84f4-e176a1f43285,dd94ad3b-3c2b-40af-b4bc-e7579b539e40,379319.51,NGN,2026-01-22T16:21:57+00:00,GRACE-TX-0000519,atm,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-22T16:21:57+00:00
d3ecb85b-87f8-4727-bbf3-2d9859f043fb,50e85a53-940b-4322-b063-63b7166cfd9b,17a001b9-2e8a-4d46-8563-453bc1891530,735699.00,NGN,2026-01-22T16:54:34+00:00,GRACE-TX-0000699,mobile_app,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-22T16:54:34+00:00
758e2100-5257-4abd-bd26-d4b9352c044d,9368886c-1cfb-438b-9590-31be16b2f6e4,5b23119c-06c1-4e18-bd51-b448d2a726de,654922.23,NGN,2026-01-22T18:08:10+00:00,GRACE-TX-0000577,mobile_app,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Ogun""}",2026-01-22T18:08:10+00:00
57bb31ec-c2f6-419f-a49c-f8d9d505e24e,1efad8dc-a4b8-47fc-930e-b9d29c4f0542,dd85c158-2b02-43c7-af3e-27441be1b758,123243.56,NGN,2026-01-22T18:38:27+00:00,GRACE-TX-0001259,agent_bank,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Abuja""}",2026-01-22T18:38:27+00:00
49ee7e3d-ff3d-4083-9759-3fd94463c7cf,8fac339f-47c3-49a4-9e88-27fb7b8f6bff,0e2f401d-0c73-4e50-afa9-03446a420ad2,624770.07,NGN,2026-01-22T20:22:52+00:00,GRACE-TX-0000253,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Abuja""}",2026-01-22T20:22:52+00:00
a045c03e-eadc-45ab-9e67-24f5025fe6dc,5c1a4580-8f66-4a11-8f35-0a171ffd3dcd,9171b146-3327-43c3-b13d-e885548ccde5,103411.00,NGN,2026-01-22T21:03:38+00:00,GRACE-TX-0001904,agent_bank,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-22T21:03:38+00:00
fc805966-4992-4e68-a1b2-5b2b2e12e2cd,37df25d7-fed1-421c-ac55-f26003b84403,2cd1873a-254b-4bf2-8d0b-f48c226ef29a,443818.44,NGN,2026-01-23T01:17:04+00:00,GRACE-TX-0001235,web,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Kano""}",2026-01-23T01:17:04+00:00
b42fedca-3e6a-4b7a-a664-e2e8611dac2c,41c3ed01-166c-4f64-aab4-b419e5e50cf3,613dc283-77a5-42ec-97dd-c4c166b6555f,810185.31,NGN,2026-01-23T03:19:55+00:00,GRACE-TX-0000659,mobile_app,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-23T03:19:55+00:00
04f7d698-ab4a-4fbe-aed0-a06cb996dcf2,c13cd0b4-bc66-4a18-becb-e88149aeb332,ecc46fef-069c-498e-a0c3-3fa450a2fe5d,211759.05,NGN,2026-01-23T08:47:01+00:00,GRACE-TX-0001556,web,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-23T08:47:01+00:00
b8e8c107-d2b8-42a1-9575-b791b3f23764,e8984dc1-c98a-4b4f-bb2f-8349c9a88d97,8c3e64c8-f07d-4774-9870-68039cc6d77c,375696.26,NGN,2026-01-23T08:51:25+00:00,GRACE-TX-0001810,transfer,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-23T08:51:25+00:00
d3f42e1f-6feb-4eb6-a2d5-ddcdde6e5c27,caadaf8d-c25c-4f1a-8335-286d024e6485,718c3161-e8f3-46e6-8ea1-035480f03de6,373727.10,NGN,2026-01-23T09:25:16+00:00,GRACE-TX-0000309,transfer,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-23T09:25:16+00:00
8d7f2220-2a1a-4f63-9eb6-5ad947873c71,5b2118de-c229-415e-9efa-c4fa31fa9bfd,2810f802-f71d-4ddb-a51d-24bb3cae5fa5,549585.48,NGN,2026-01-23T11:41:35+00:00,GRACE-TX-0001108,agent_bank,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Kano""}",2026-01-23T11:41:35+00:00
50f015c7-2400-427c-9550-571320279b34,cf2a695a-2eaf-4e9e-9ede-158a7e2c2194,8fac339f-47c3-49a4-9e88-27fb7b8f6bff,141881.13,NGN,2026-01-23T12:22:05+00:00,GRACE-TX-0001725,web,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Kano""}",2026-01-23T12:22:05+00:00
f89bfcc5-7117-40fb-a69f-7a308eb2a6bb,995944c7-a5ec-49f2-8c89-dd5eaeb66d79,94838754-b924-47ca-99de-4bedf50c98c7,389636.39,NGN,2026-01-23T14:56:33+00:00,GRACE-TX-0000125,ussd,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Abuja""}",2026-01-23T14:56:33+00:00
8f9de3da-8f38-415e-959f-dd6ff58727af,a7360820-a56c-4019-ab66-75ea736b0f31,fecb0bbb-d25c-460c-8dd5-00b2fa11e989,156639.06,NGN,2026-01-23T16:08:17+00:00,GRACE-TX-0000777,pos,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Delta""}",2026-01-23T16:08:17+00:00
5cb72e14-f8ea-4dd5-a104-b36dc0e4dcbb,05ecac42-8618-40a4-9dfc-c4c2ab3386d6,8fea6b4e-3262-48e6-a7da-320106b14985,129373.75,NGN,2026-01-23T16:48:29+00:00,GRACE-TX-0000127,agent_bank,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-23T16:48:29+00:00
cdbf27b3-5eb5-4bae-aa6d-ee8f6f480898,05bc114b-cf17-4d53-a3f5-c2604f2cd6a4,8806c33e-27d4-4420-909c-cfeb5fc64673,97855.46,NGN,2026-01-23T17:27:11+00:00,GRACE-TX-0001811,agent_bank,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Kaduna""}",2026-01-23T17:27:11+00:00
82a8a2fd-258f-40d5-8b08-dd2832c00ff6,0f74b7cf-44d8-4fb7-bd9c-a4f0ecf1c5f0,1cf251cf-a3e6-4903-ae94-01824645800f,70671.11,NGN,2026-01-23T17:36:57+00:00,GRACE-TX-0000249,pos,"{""purpose"": ""cash_deposit"", ""pattern_tag"": """", ""location"": ""Rivers""}",2026-01-23T17:36:57+00:00
57099a70-ccc4-4065-b11c-e5c0f675f4a9,3ddc7bc9-bdf7-4fb2-b41b-e69654bc5941,7858549d-2563-4b6e-bc50-96213ab0fc77,275027.94,NGN,2026-01-23T17:54:12+00:00,GRACE-TX-0001005,mobile_app,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-23T17:54:12+00:00
9e2b1a61-55d0-4e4f-9b0b-0f8d788303a9,6e88564a-984b-4bd6-b032-22fc8b51a6bf,0b65a955-3e63-4725-9682-2ac8a49d4bf8,397844.90,NGN,2026-01-23T19:28:06+00:00,GRACE-TX-0001968,atm,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Lagos""}",2026-01-23T19:28:06+00:00
50942f82-22d7-42e7-9c7c-e7c80a57c90f,a949763e-3815-4396-9e6f-464a97c1a387,f5642ac0-ca83-46b5-89b7-6fe055a108c9,391584.20,NGN,2026-01-23T20:15:44+00:00,GRACE-TX-0001755,agent_bank,"{""purpose"": ""salary"", ""pattern_tag"": """", ""location"": ""Abuja""}",2026-01-23T20:15:44+00:00
4624f55f-b88b-49a9-a7d8-28ed4a5838dd,5fedae8c-79a1-42f3-959f-1232755c0f00,4f6d2612-0bc3-465c-8949-e8528fb36b74,487703.30,NGN,2026-01-23T22:03:00+00:00,GRACE-TX-0001965,agent_bank,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-23T22:03:00+00:00
80e2ebde-2310-4df0-9a1f-e820aebeddc5,baba4db7-dd05-4621-852c-24b91b9bc865,ea10bd94-8432-47bc-8e76-4ea93ebed07a,88353.70,NGN,2026-01-23T23:35:20+00:00,GRACE-TX-0000613,ussd,"{""purpose"": ""invoice_payment"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-23T23:35:20+00:00
c9427558-4409-45aa-bb26-c37d59813db0,07c2632f-c006-4a4f-a71c-7863dc00ec06,24ea01c4-8230-4423-9e38-62fa889f249a,290859.04,NGN,2026-01-23T23:42:10+00:00,GRACE-TX-0000911,mobile_app,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-23T23:42:10+00:00
3f4d741b-f8bb-48ab-993d-10b8a2ba8a41,8560488a-0115-4f7f-b8b1-f82996a23763,8bab239f-077c-4c8d-bfb2-e00586beb4bc,160114.62,NGN,2026-01-24T00:06:12+00:00,GRACE-TX-0001952,atm,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Ogun""}",2026-01-24T00:06:12+00:00
a5e07f38-3507-4a37-b0d2-5b65779961b8,60f1b6e1-4e0b-45a5-b393-80b75c2c789b,5a67aac0-434d-45a7-b55a-c9297f5133df,221060.29,NGN,2026-01-24T00:15:57+00:00,GRACE-TX-0000722,agent_bank,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-24T00:15:57+00:00
adf164b6-c077-4818-a83a-61df58ee61e4,1363956b-fd1e-4311-94e6-cff5a7a74e9c,4866d6d9-268f-4464-86ae-21162f9a24ac,457300.09,NGN,2026-01-24T00:51:27+00:00,GRACE-TX-0000802,agent_bank,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Kaduna""}",2026-01-24T00:51:27+00:00
b464ce53-da9d-4a11-940b-ba4bb38a39d2,2970fba9-0d25-40cb-b39a-2269f3901f0a,ed048e95-dea6-41ac-9ba2-bd3d1404ac3f,63008.34,NGN,2026-01-24T00:54:26+00:00,GRACE-TX-0001069,web,"{""purpose"": ""inventory"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-24T00:54:26+00:00
8ab46aa3-47c3-41ff-ba00-587176037d51,d4bb94ca-8590-4e91-bb3d-03aed2214296,5a67aac0-434d-45a7-b55a-c9297f5133df,741771.58,NGN,2026-01-24T01:41:14+00:00,GRACE-TX-0001646,mobile_app,"{""purpose"": ""agent_settlement"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-24T01:41:14+00:00
a6a9cfc2-8f2e-4521-ae30-d5ef03da898d,ad0c99b9-757d-40bf-a564-b68437cf9135,1a69bd80-d9f7-4aa6-a751-488fc84bfe09,44019.85,NGN,2026-01-24T01:53:34+00:00,GRACE-TX-0001525,web,"{""purpose"": ""transfer"", ""pattern_tag"": """", ""location"": ""Enugu""}",2026-01-24T01:53:34+00:00
c44b91c3-4a6a-4956-a18f-7c88b202415a,fa62385e-9ad2-4690-b425-4da0b413b723,d371e1e6-9d4c-46be-9e2a-45107fad62a1,56699.44,NGN,2026-01-24T02:16:22+00:00,GRACE-TX-0001373,web,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Oyo""}",2026-01-24T02:16:22+00:00
9768a9aa-6042-4f3f-9294-61e33ff66a99,7a824414-87f8-4792-ab52-75ca70919032,6e4a8516-c3a3-4d91-9736-6370db2b3da2,180377.45,NGN,2026-01-24T03:24:09+00:00,GRACE-TX-0001591,agent_bank,"{""purpose"": ""supplier_payment"", ""pattern_tag"": """", ""location"": ""Anambra""}",2026-01-24T03:24:09+00:00
